,index,Unnamed: 0,title_x,x,y,publish_time_x,abstract,authors,journal,category,cluster
2,2,2,Surfactant protein-D and pulmonary host defense,13.42437,7.946782,2000-08-25,"Surfactant protein-D (SP-D) participates in the innate response to inhaled microorganisms and organic antigens, and contributes to immune and inflammatory regulation within the lung. SP-D is synthesized and secreted by alveolar and bronchiolar epithelial cells, but is also expressed by epithelial cells lining various exocrine ducts and the mucosa of the gastrointestinal and genitourinary tracts. SP-D, a collagenous calcium-dependent lectin (or collectin), binds to surface glycoconjugates expressed by a wide variety of microorganisms, and to oligosaccharides associated with the surface of various complex organic antigens. SP-D also specifically interacts with glycoconjugates and other molecules expressed on the surface of macrophages, neutrophils, and lymphocytes. In addition, SP-D binds to specific surfactant-associated lipids and can influence the organization of lipid mixtures containing phosphatidylinositol in vitro. Consistent with these diverse in vitro activities is the observation that SP-D-deficient transgenic mice show abnormal accumulations of surfactant lipids, and respond abnormally to challenge with respiratory viruses and bacterial lipopolysaccharides. The phenotype of macrophages isolated from the lungs of SP-D-deficient mice is altered, and there is circumstantial evidence that abnormal oxidant metabolism and/or increased metalloproteinase expression contributes to the development of emphysema. The expression of SP-D is increased in response to many forms of lung injury, and deficient accumulation of appropriately oligomerized SP-D might contribute to the pathogenesis of a variety of human lung diseases.","Crouch, Erika C",Respir Res,2,1
41,41,41,Relevance of human metapneumovirus in exacerbations of COPD,13.515861,7.82306,2005-12-21,"BACKGROUND AND METHODS: Human metapneumovirus (hMPV) is a recently discovered respiratory virus associated with bronchiolitis, pneumonia, croup and exacerbations of asthma. Since respiratory viruses are frequently detected in patients with acute exacerbations of COPD (AE-COPD) it was our aim to investigate the frequency of hMPV detection in a prospective cohort of hospitalized patients with AE-COPD compared to patients with stable COPD and to smokers without by means of quantitative real-time RT-PCR. RESULTS: We analysed nasal lavage and induced sputum of 130 patients with AE-COPD, 65 patients with stable COPD and 34 smokers without COPD. HMPV was detected in 3/130 (2.3%) AE-COPD patients with a mean of 6.5 × 10(5 )viral copies/ml in nasal lavage and 1.88 × 10(5 )viral copies/ml in induced sputum. It was not found in patients with stable COPD or smokers without COPD. CONCLUSION: HMPV is only found in a very small number of patients with AE-COPD. However it should be considered as a further possible viral trigger of AE-COPD because asymptomatic carriage is unlikely.","Rohde, G; Borg, I; Arinir, U; Kronsbein, J; Rausse, R; Bauer, TT; Bufe, A; Schultze-Werninghaus, G",Respir Res,2,11
85,85,85,The immunoregulatory and allergy-associated cytokines in the aetiology of the otitis media with effusion.,13.458872,8.197444,2004-04-11,"Inflammation in the middle ear mucosa, which can be provoked by different primary factors such as bacterial and viral infection, local allergic reactions and reflux, is the crucial event in the pathogenesis of otitis media with effusion (OME). Unresolved acute inflammatory responses or defective immunoregulation of middle inflammation can promote chronic inflammatory processes and stimulate the chronic condition of OME. Cytokines are the central molecular regulators of middle ear inflammation and can switch the acute phase of inflammation in the chronic stage and induce molecular-pathological processes leading to the histopathological changes accompanying OME. In this review we present cytokines identified in otitis media, immunoregulatory [interleukin (IL)-2, IL-10, transforming growth factor-beta]) and allergy associated (IL-4, IL-5, granulocyte-macrophage colony-stimulating factor), as crucial molecular regulators, responsible for chronic inflammation in the middle ear and the chronic condition of OME.","Smirnova, Marina G; Birchall, John P; Pearson, Jeffrey P",Mediators Inflamm,2,1
185,185,185,HIV-Specific T-Cells Accumulate in the Liver in HCV/HIV Co-Infection,13.204895,8.206255,2008-10-20,"BACKGROUND AND AIMS: Hepatitis C Virus (HCV)-related liver disease progresses more rapidly in individuals co-infected with Human Immunodeficiency Virus-1 (HIV), although the underlying immunologic mechanisms are unknown. We examined whether HIV-specific T-cells are identified in the liver of HCV/HIV co-infected individuals and promote liver inflammation through bystander immune responses. METHODS: Ex-vivo intra-hepatic lymphocytes from HCV mono-infected and HCV/HIV co-infected individuals were assessed for immune responses to HIV and HCV antigens by polychromatic flow cytometry. RESULTS: HCV/HIV liver biopsies had similar frequencies of lymphocytes but lower percentages of CD4(+) T-cells compared to HCV biopsies. In co-infection, intra-hepatic HIV-specific CD8(+) and CD4(+) T-cells producing IFN-γ and TNF-α were detected and were comparable in frequency to those that were HCV-specific. In co-infected individuals, viral-specific CD8(+) T-cells produced more of the fibrogenic cytokine, TNF-α. In both mono- and co-infected individuals, intra-hepatic HCV-specific T-cells were poorly functional compared to HIV-specific T-cells. In co-infection, HAART was not associated with a reconstitution of intra-hepatic CD4(+) T-cells and was associated with reduction in both HIV and HCV-specific intra-hepatic cytokine responses. CONCLUSION: The accumulation of functional HIV-specific T-cells in the liver during HCV/HIV co-infection may represent a bystander role for HIV in inducing faster progression of liver disease.","Vali, Bahareh; Yue, Feng Yun; Jones, R. Brad; Sheth, Prameet M.; Kaul, Rupert; Betts, Michael R.; Wong, David; Kovacs, Colin; Loutfy, Mona; Common, Andrew; Halpenny, Roberta; Ostrowski, Mario A.",PLoS One,2,1
473,473,473,Involvement of microRNAs in physiological and pathological processes in the lung,13.31542,8.104653,2010-11-23,"To date, at least 900 different microRNA (miRNA) genes have been discovered in the human genome. These short, single-stranded RNA molecules originate from larger precursor molecules that fold to produce hairpin structures, which are subsequently processed by ribonucleases Drosha/Pasha and Dicer to form mature miRNAs. MiRNAs play role in the posttranscriptional regulation of about one third of human genes, mainly via degradation of target mRNAs. Whereas the target mRNAs are often involved in the regulation of diverse physiological processes ranging from developmental timing to apoptosis, miRNAs have a strong potential to regulate fundamental biological processes also in the lung compartment. However, the knowledge of the role of miRNAs in physiological and pathological conditions in the lung is still limited. This review, therefore, summarizes current knowledge of the mechanism, function of miRNAs and their contribution to lung development and homeostasis. Besides the involvement of miRNAs in pulmonary physiological conditions, there is evidence that abnormal miRNA expression may lead to pathological processes and development of various pulmonary diseases. Next, the review describes current state-of-art on the miRNA expression profiles in smoking-related diseases including lung cancerogenesis, in immune system mediated pulmonary diseases and fibrotic processes in the lung. From the current research it is evident that miRNAs may play role in the posttranscriptional regulation of key genes in human pulmonary diseases. Further studies are, therefore, necessary to explore miRNA expression profiles and their association with target mRNAs in human pulmonary diseases.","Tomankova, Tereza; Petrek, Martin; Kriegova, Eva",Respir Res,2,1
578,578,578,Spatial and Temporal Characteristics of the 2009 A/H1N1 Influenza Pandemic in Peru,13.373911,8.181108,2011-06-21,"BACKGROUND: Highly refined surveillance data on the 2009 A/H1N1 influenza pandemic are crucial to quantify the spatial and temporal characteristics of the pandemic. There is little information about the spatial-temporal dynamics of pandemic influenza in South America. Here we provide a quantitative description of the age-specific morbidity pandemic patterns across administrative areas of Peru. METHODS: We used daily cases of influenza-like-illness, tests for A/H1N1 influenza virus infections, and laboratory-confirmed A/H1N1 influenza cases reported to the epidemiological surveillance system of Peru's Ministry of Health from May 1 to December 31, 2009. We analyzed the geographic spread of the pandemic waves and their association with the winter school vacation period, demographic factors, and absolute humidity. We also estimated the reproduction number and quantified the association between the winter school vacation period and the age distribution of cases. RESULTS: The national pandemic curve revealed a bimodal winter pandemic wave, with the first peak limited to school age children in the Lima metropolitan area, and the second peak more geographically widespread. The reproduction number was estimated at 1.6–2.2 for the Lima metropolitan area and 1.3–1.5 in the rest of Peru. We found a significant association between the timing of the school vacation period and changes in the age distribution of cases, while earlier pandemic onset was correlated with large population size. By contrast there was no association between pandemic dynamics and absolute humidity. CONCLUSIONS: Our results indicate substantial spatial variation in pandemic patterns across Peru, with two pandemic waves of varying timing and impact by age and region. Moreover, the Peru data suggest a hierarchical transmission pattern of pandemic influenza A/H1N1 driven by large population centers. The higher reproduction number of the first pandemic wave could be explained by high contact rates among school-age children, the age group most affected during this early wave.","Chowell, Gerardo; Viboud, Cécile; Munayco, Cesar V.; Gómez, Jorge; Simonsen, Lone; Miller, Mark A.; Tamerius, James; Fiestas, Victor; Halsey, Eric S.; Laguna-Torres, Victor A.",PLoS One,2,22
698,698,698,Current Status of the Immunomodulation and Immunomediated Therapeutic Strategies for Multiple Sclerosis,13.202408,7.942785,2011-12-06,"Multiple sclerosis (MS) is an autoimmune disease of the central nervous system, and CD4(+) T cells form the core immunopathogenic cascade leading to chronic inflammation. Traditionally, Th1 cells (interferon-γ-producing CD4(+) T cells) driven by interleukin 12 (IL12) were considered to be the encephalitogenic T cells in MS and experimental autoimmune encephalomyelitis (EAE), an animal model of MS. Currently, Th17 cells (Il17-producing CD4(+) T cells) are considered to play a fundamental role in the immunopathogenesis of EAE. This paper highlights the growing evidence that Th17 cells play the core role in the complex adaptive immunity of EAE/MS and discusses the roles of the associated immune cells and cytokines. These constitute the modern immunological basis for the development of novel clinical and preclinical immunomodulatory therapies for MS discussed in this paper.","Chen, Shyi-Jou; Wang, Yen-Ling; Fan, Hueng-Chuen; Lo, Wen-Tsung; Wang, Chih-Chien; Sytwu, Huey-Kang",Clin Dev Immunol,2,17
729,729,729,Comparison of percutaneous radiofrequency thermal ablation and surgical resection for small hepatocellular carcinoma,13.443889,8.025943,2011-12-28,"BACKGROUND: The purpose of this investigation was to compare the outcome of percutaneous radiofrequency thermal ablation therapy (PRFA) with surgical resection (SR) in the treatment of single and small hepatocellular carcinoma (HCC). METHODS: We conducted a retrospective cohort study on 231 treatment naive patients with a single HCC ≤ 3 cm who had received either curative PRFA (162 patients) or curative SR (69 patients). All patients were regularly followed up after treatment at our department with blood and radiologic tests. RESULTS: The 1-, 3- and 5-year overall survival rates after PRFA and SR were 95.4%, 79.6% and 63.1%, respectively in the PRFA group and 100%, 81.4% and 74.6%, respectively in the SR group. The corresponding recurrence free survival rates at 1, 3 and 5 years after PRFA and SR were 82.0%, 38.3% and 18.0%, respectively in the PRFA group and 86.0%, 47.2% and 26.0%, respectively in the SR group. In terms of overall survival and recurrence free survival, there were no significant differences between these two groups. In comparison of PRFA group patients with liver cirrhosis (LC) (n = 127) and SR group patients with LC (n = 50) and in comparison of PRFA group patients without LC (n = 35) and SR group patients without LC (n = 19), there were also no significant differences between two groups in terms of overall survival and recurrence free survival. In the multivariate analysis of the risk factors contributing to overall survival, serum albumin level was the sole significant factor. In the multivariate analysis of the risk factors contributing to recurrence free survival, presence of LC was the sole significant factor. The rate of serious adverse events in the SR group was significantly higher than that in the PRFA group (P = 0.023). Hospitalization length in the SR group was significantly longer than in the PRFA group (P = 0.013). CONCLUSIONS: PRFA is as effective as SR in the treatment of single and small HCC, and is less invasive than SR. Therefore, PRFA could be a first choice for the treatment of single and small HCC.","Nishikawa, Hiroki; Inuzuka, Tadashi; Takeda, Haruhiko; Nakajima, Jun; Matsuda, Fumihiro; Sakamoto, Azusa; Henmi, Shinichiro; Hatamaru, Keiichi; Ishikawa, Tetsuro; Saito, Sumio; Nasu, Akihiro; Kita, Ryuichi; Kimura, Toru; Arimoto, Akira; Osaki, Yukio",BMC Gastroenterol,2,1
923,923,923,Human Anti-CCR4 Minibody Gene Transfer for the Treatment of Cutaneous T-Cell Lymphoma,13.281594,7.9650874,2012-09-04,"BACKGROUND: Although several therapeutic options have become available for patients with Cutaneous T-cell Lymphoma (CTCL), no therapy has been curative. Recent studies have demonstrated that CTCL cells overexpress the CC chemokine receptor 4 (CCR4). METHODOLOGY/PRINCIPAL FINDINGS: In this study, a xenograft model of CTCL was established and a recombinant adeno-associated viral serotype 8 (AAV8) vector expressing a humanized single-chain variable fragment (scFv)-Fc fusion (scFvFc or “minibody”) of anti-CCR4 monoclonal antibody (mAb) h1567 was evaluated for curative treatment. Human CCR4(+) tumor-bearing mice treated once with intravenous infusion of AAV8 virions encoding the h1567 (AAV8-h1567) minibody showed anti-tumor activity in vivo and increased survival. The AAV8-h1567 minibody notably increased the number of tumor-infiltrating Ly-6G(+) FcγRIIIa(CD16A)(+) murine neutrophils in the tumor xenografts over that of AAV8-control minibody treated mice. Furthermore, in CCR4(+) tumor-bearing mice co-treated with AAV8-h1567 minibody and infused with human peripheral blood mononuclear cells (PBMCs), marked tumor infiltration of human CD16A(+) CD56(+) NK cells was observed. The h1567 minibody also induced in vitro ADCC activity through both mouse neutrophils and human NK cells. CONCLUSIONS/SIGNIFICANCE: Overall, our data demonstrate that the in vivo anti-tumor activity of h1567 minibody is mediated, at least in part, through CD16A(+) immune effector cell ADCC mechanisms. These data further demonstrate the utility of the AAV-minibody gene transfer system in the rapid evaluation of candidate anti-tumor mAbs and the potency of h1567 as a potential novel therapy for CTCL.","Han, Thomas; Abdel-Motal, Ussama M.; Chang, De-Kuan; Sui, Jianhua; Muvaffak, Asli; Campbell, James; Zhu, Quan; Kupper, Thomas S.; Marasco, Wayne A.",PLoS One,2,8
1082,1082,1082,Sorafenib Combined with Cryoablation to Treat Unresectable Hepatocellular Carcinoma,13.509652,7.7745895,2011-09-11,"OBJECTIVE: To evaluate the efficacy and tolerability of sorafenib combined with cryoablation in treating unresectable hepatocellular carcinoma (HCC). METHODS: Patients with unresectable advanced HCC received cryoablation and sorafenib at a dose of 400 mg twice daily in 4-week cycles on the same day of the cryoablation. Tumor response, median overall survival and the median time to radiological progression were calculated and the toxicity was evaluated. RESULTS: Seventy-eight patients with unresectable HCC were involved in this study. The median age was 52 years (range, 22-81 years). The Eastern Cooperative Oncology Group (ECOG) performance status scores were 0 (39.7%), 1 (55.1%), and 2 (5.1%). Nine (11.5%) patients were at Barcelona clinic liver cancer (BCLC) stage A, twenty-four (30.8%) patients were at stage B and 45 (57.7%) patients were at stage C. Five (6.4%) achieved partial responses, and 34 (43.6%) achieved stable disease. The median time to progression (TTP) for all enrolled patients was 6.6 months and the median overall survival (OS) was 12.2 months. CONCLUSION: Cryoablation combined with sorafenib demonstrates good efficacy and acceptable tolerability in treating unresectable advanced HCC patients.","Ni, Hong; Yang, Mao; Guo, Zhi; Zhang, Ti",Chin J Cancer Res,2,1
